M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE	M_XR_ALL_OTHER	M_XR_KEGG
1467984489	Dopamine 3-O-sulfate	NZKRYJGNYPYXJZ	[N+]CCc1ccc(c(c1)OS(=O)(=O)[O-])O	C8H8NO5S	0.0	ChEBI: 37946,CPD-7649,cpd09522,FDB023872,HMDB0006275,MNXM2668	C13690
1467985040	Adenosine 5-O-(3-thiotriphophate)	NLTUCYMLOPLUHL	OC1C(COP(=O)(OP(=O)(OP(=S)([O-])[O-])[O-])[O-])OC(C1O)n1cnc2c1ncnc2N	C10H12N5O12P3S----	-4.0	ATPGAMMAS,CHEMBL131890,cpd02682,cpd09571,DB02930,MNXM40277,MNXM40284	C13742
1467985050	Adenosine 5-O-(3-thiodiphophate)	HCIKUKNAJRJFOW	OC1C(COP(=O)(OP(=O)(S)O)O)OC(C1O)n1cnc2c1ncnc2N	C10H15N5O9P2S	0.0	ChEBI: 49483,CHEMBL335206,cpd09572,MNXM40283,MNXM487443	C13743
1467985091	1,7-Dimethylxanthine	QUNWUDVFRNGTCO	Cn1cnc2c1c(=O)n(c(=O)[nH]2)C	C7H8N4O2	0.0	1-7-DIMETHYLXANTHINE,ChEBI: 25858,CHEMBL1158,cpd09576,FDB022714,HMDB0001860,MNXM758	C13747
1467985902	Chloroform	HEDRZPFGACZZDS	ClC(Cl)Cl	CHCl3	0.0	ChEBI: 35255,CHEMBL44618,CPD-8214,CPD-843,cpd09647,DB11387,FDB000760,HMDB0029596,MNXM5083	C13827
1467986174	1-Dodecanoyl-sn-glycerol	ARIWANIATODDMH	CCCCCCCCCCCC(=O)OCC(CO)O	C15H30O4	0.0	ChEBI: 75529,CHEMBL510533,CPD-21337,cpd09672,FDB044864,HMDB0072863,MNXM146043,MNXM150881,MNXM32766	C13854
1467988343	Sulfoacetate	AGGIJOLULBJGTQ	OC(=O)CS(=O)(=O)O	C2H4O5S	0.0	ChEBI: 50519,CPD-10246,cpd09878,MNXM1949	C14179
1467988355	S-(Hydroxymethyl)glutathione	PIUSLWSYOYFRFR	OCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	C11H19N3O7S	0.0	ChEBI: 48926,cpd09879,cpd15487,DB04153,DB05446,EXPT00464,FDB023393,HMDB0004662,MNXM1051,S-HYDROXYMETHYLGLUTATHIONE	C14180
1467991233	Glyoxal	LEQAOMBKQFMDFZ	O=CC=O	C2H2O2	0.0	CHEMBL1606435,CPD-8887,cpd10147,FDB007802,MNXM11726	C14448
1467991256	4-Chloroaniline	QSNSCYSYFYORTR	Nc1ccc(cc1)Cl	C6H6ClN	0.0	ChEBI: 20331,CHEMBL15888,cpd10149,MNXM6873	C14450
1467994505	20-HETE	NNDIXBJHNLFJJP	OCCCCCC=CCC=CCC=CCC=CCCCC(=O)O	C20H32O3	0.0	ChEBI: 34306,CPD-21314,cpd10445,FDB023796,HMDB0005998,MNXM6760	C14748
1467994741	5,6-EET	VBQNSZQZRAGRIX	CCCCCC=CCC=CCC=CCC1OC1CCCC(=O)O	C20H32O3	0.0	ChEBI: 34450,CHEMBL1221874,CHEMBL1893588,CPD-20540,cpd10465,FDB022895,HMDB0002190,MNXM38413,MNXM38420,MNXM487499,MNXM6120	C14768
1467994780	14,15-EET	JBSCUHKPLGKXKH	CCCCCC1OC1CC=CCC=CCC=CCCCC(=O)O	C20H32O3	0.0	ChEBI: 34157,CHEMBL245466,CHEMBL269319,CHEMBL564452,CPD-20537,cpd10468,FDB022946,HMDB0002283,HMDB0004264,MNXM162443,MNXM33393,MNXM468383,MNXM6053	C14771
1467994859	12(S)-HETE	ZNHVWPKMFKADKW	CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)O	C20H32O3	0.0	ChEBI: 34146,CHEMBL1435825,CHEMBL1526258,cpd10474,cpd10519,FDB001435,HMDB0006111,HMDB0062287,MNXM13979,MNXM13980,MNXM22860,MNXM33254	C14777,C14822
1467994873	16(R)-HETE	JEKNPVYFNMZRJG	CCCCC(C=CCC=CCC=CCC=CCCCC(=O)O)O	C20H32O3	0.0	ChEBI: 34162,cpd10475,FDB023401,HMDB0004680,MNXM164062,MNXM9709	C14778
1467995313	Fe2+	CWYNVVGOOAEACU	[Fe+2]	Fe++	2.0	ChEBI: 29033,cpd10515,DB14510,FDB030855,FE+2,HMDB0000692,MNXM111	C14818
1467995326	Fe3+	VTLYFUHAOXGGBS	[Fe+3]	Fe+++	3.0	ChEBI: 29034,cpd10516,DB13949,FDB029221,FE+3,HMDB0012943,MNXM196	C14819
1467996175	3-Dehydro-L-gulonate 6-phosphate	BDUIIKXSXFDPEC	OC(C(=O)C(C(=O)O)O)C(COP(=O)(O)O)O	C6H11O10P	0.0	ChEBI: 49039,CPD-2343,cpd10596,MNXM1170	C14899
1468001810	2'-Deoxymugineic acid	CUZKLRTTYZOCSD	OC(C(=O)O)CCNC(C(=O)O)CCN1CCC1C(=O)O	C12H20N2O7	0.0	ChEBI: 19274,CPD-7227,cpd11172,FDB012105,HMDB0033909,MNXM1166	C15485
1468001819	3''-Deamino-3''-oxonicotianamine	PSBHIGYNXQIUQY	O=C(C(=O)[O-])CC[NH2+]C(C(=O)[O-])CC[NH+]1CCC1C(=O)[O-]	C12H17N2O7-	-1.0	ChEBI: 38160,CPD-7228,cpd11173,MNXM1631	C15486
1468001902	1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide	MAKBMGXNXXXBFE	OCC1OC(C(C1O)O)N1C=CCC(=C1)C(=O)N	C11H16N2O5	0.0	ChEBI: 55458,CPD-7229,cpd11180,FDB028341,HMDB0011648,MNXM6592	C15497
1468001934	Mugineic acid	GJRGEVKCJPPZIT	OC(C(=O)O)CCNC(C(CN1CCC1C(=O)O)O)C(=O)O	C12H20N2O8	0.0	ChEBI: 25426,CPD-7231,cpd11182,FDB011621,HMDB0033555,MNXM2400,MNXM527516	C15500
1468001953	3-Epihydroxy-2'-deoxymugineic acid	UQYFTKWTXJZWBK	OC(C(=O)[O-])CC[NH2+]C(C(=O)[O-])CCN1CC(C1C(=O)[O-])O	C12H18N2O8--	-2.0	ChEBI: 38159,CPD-7291,cpd11184,MNXM4329	C15502
1468002051	Phenylacetone	QCCDLTOVEPVEJK	CC(=O)Cc1ccccc1	C9H10O	0.0	ChEBI: 52052,CPD-7233,cpd11192,MNXM4774	C15512
1468002169	4a-Hydroxytetrahydrobiopterin	KJKIEFUPAPPGBC	NC1=NC(=O)C2(C(=N1)NCC(N2)C(C(O)C)O)O	C9H15N5O4	0.0	ChEBI: 15374,CPD-5881,cpd03897,cpd24598,FDB030533,HMDB0002281,MNXM31340,MNXM380,MNXM487425	C15522
1468002189	Phenylglyoxylyl-CoA	FISPFQWSJIRGHD	O=C(NCCSC(=O)C(=O)c1ccccc1)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C29H40N7O18P3S	0.0	ChEBI: 50117,CPD-7242,cpd11203,MNXM2272	C15524
1468002286	Dihydromonacolin L	AGNDLYBQPUJADV	CC1CCC2C(C1)C=CC(C2CCC1CC(O)CC(=O)O1)C	C19H30O3	0.0	ChEBI: 14158,cpd11211,DIHYDROMONACOLIN-L,MNXM3587	C15536
1468002470	L-3,4-Dihydroxybutan-2-one 4-phosphate	OKYHYXLCTGGOLM	CC(=O)C(COP(=O)(O)O)O	C4H9O6P	0.0	ChEBI: 50606,cpd11225,DIHYDROXY-BUTANONE-P,FDB030244,MNXM164034,MNXM2323,MNXM2887	C15556
1468002518	N-Benzylformamide	IIBOGKHTXBPGEI	O=CNCc1ccccc1	C8H9NO	0.0	ChEBI: 41117,CHEMBL46293,CPD-13031,CPD-7268,cpd11229,DB02481,FDB031030,MNXM3065	C15561
1468002885	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one	CILXJJLQPTUUSS	CSCCC(=O)C(=CO)O	C6H10O3S	0.0	ChEBI: 49252,CPD-85,cpd11255,FDB028796,HMDB0012134	C15606
1468002894	3-Oxo-3-ureidopropanoate	UCUUMUFWVSUBOL	OC(=O)CC(=O)NC(=O)N	C4H6N2O4	0.0	ChEBI: 49049,CPD-7299,cpd11256,MNXM1891	C15607
1468003327	2,3-Diketo-5-methylthiopentyl-1-phosphate	HKEAOVFNWRDVAJ	CSCCC(=O)C(=O)COP(=O)(O)O	C6H11O6PS	0.0	ChEBI: 50604,CPD-8999,cpd11295,cpd11296,FDB030557,HMDB0059620,HMDB0062750,MNXM162358,MNXM409	C15650
1468003499	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	JHLXDWGVSYMXPL	OC(=O)Nc1cncn1C1OC(C(C1O)O)COP(=O)(O)O	C9H14N3O9P	0.0	ChEBI: 48000,CPD-9005,CPD0-181,cpd11310,cpd25523,FDB028906,HMDB0012268,MNXM1409	C15667
1468003508	1-Pyrroline	ZVJHJDDKYZXRJI	C1CCC=[N+]1	C4H7N+	1.0	ChEBI: 19092,CPD-6124,cpd11311,FDB008292,HMDB0012497,HMDB0060246,MNXM1880	C15668
1468003823	gamma-L-Glutamylputrescine	WKGTVHGVLRCTCF	[N+]CCCCNC(=O)CCC(C(=O)[O-])[N+]	C9H14N3O3+	1.0	ChEBI: 48005,cpd11340,cpd15478,FDB028873,GAMMA-GLUTAMYL-PUTRESCINE,HMDB0012230,MNXM1668,MNXM54308	C15699
1468003832	gamma-Glutamyl-gamma-aminobutyraldehyde	JZNLEPLZUABCSQ	O=CCCCNC(=O)CCC(C(=O)O)N	C9H16N2O4	0.0	ChEBI: 61521,cpd11341,GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH,MNXM1378	C15700
1468004493	4-(L-gamma-Glutamylamino)butanoate	MKYPKZSGLSOGLL	O=C(CCC(C(=O)[O-])[N+])NCCCC(=O)[O-]	C9H12N2O5-	-1.0	ChEBI: 49260,CHEMBL269574,CPD-9000,cpd11408,FDB000478,HMDB0012161,HMDB0029393,MNXM1406,MNXM485432,MNXM527793	C15767
1468004899	Iminoglycine	TVMUHOAONWHJBV	OC(=O)C=N	C2H3NO2	0.0	ChEBI: 53647,CPD-12279,cpd14545,MNXM1984	C15809
1468006422	7-Cyano-7-carbaguanine	FMKSMYDYKXQYRV	N#Cc1c[nH]c2c1c(=O)[nH]c(n2)N	C7H5N5O	0.0	7-CYANO-7-DEAZAGUANINE,ChEBI: 45075,CHEMBL577120,cpd14718,DB03074,MNXM2207	C15996
1468007028	Phenylacetonitrile	SUSQOBVLVYHIEX	N#CCc1ccccc1	C8H7N	0.0	ChEBI: 25979,CHEMBL3560735,cpd14795,FDB012457,HMDB0034171,MNXM2709,PHENYLACETONITRILE	C16074
1468007040	(Z)-Phenylacetaldehyde oxime	CXISHLWVCSLKOJ	ON=CCc1ccccc1	C8H9NO	0.0	ChEBI: 50723,CPD-13031,cpd14796,cpd20962,MNXM2451,MNXM3760,PHENYLACETALDOXIME	C16075,C19714
1468007667	UDP-L-Ara4N	GWBAKYBSWHQNMQ	OC1C(COP(=O)(OP(=O)(OC2OCC(C(C2O)O)N)O)O)OC(C1O)n1ccc(=O)[nH]c1=O	C14H23N3O15P2	0.0	ChEBI: 47025,cpd14874,cpd15577,MNXM1786,UDP-4-AMINO-4-DEOXY-L-ARABINOSE	C16153
1468007679	UDP-L-Ara4FN	QGYFHZBDXXNYAX	O=CNC1COC(C(C1O)O)OP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1ccc(=O)[nH]c1=O)O)O	C15H23N3O16P2	0.0	ChEBI: 47027,cpd14875,MNXM1390,UDP-L-ARA4-FORMYL-N	C16154
1468007689	UDP-L-Ara4O	URJZIQLTPCJVMW	OC1C(COP(=O)(OP(=O)(OC2OCC(=O)C(C2O)O)O)O)OC(C1O)n1ccc(=O)[nH]c1=O	C14H20N2O16P2	0.0	5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-,ChEBI: 47028,cpd14876,cpd15578,MNXM1505	C16155
1468007959	L-Ascorbate 6-phosphate	KIENGQUGHPTFGC	OC(C1OC(=O)C(=C1O)O)COP(=O)(O)O	C6H9O9P	0.0	ChEBI: 80368,cpd14905,L-ASCORBATE-6-PHOSPHATE	C16186
1468008453	o-Hydroxylaminobenzoate	JKRIWPXSEMPTNP	ONc1ccccc1C(=O)O	C7H7NO3	0.0	ChEBI: 25618,CPD-9169,cpd14952,MNXM3814	C16235
1468008479	Lipoyl-AMP	QWEGOCJRZOKSOE	O=C(OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)O)CCCCC1SSCC1	C18H26N5O8PS2	0.0	ChEBI: 55451,cpd14955,HMDB0059635,LIPOYL-AMP,MNXM2392	C16238
1468008547	D-Glucuronic acid	IAJILQKETJEXLJ	O=CC(C(C(C(C(=O)O)O)O)O)O	C6H10O7	0.0	ChEBI: 47953,CPD-15530,CPD-15633,CPD-17704,CPD-21249,CPD-21250,CPD-21251,cpd01384,cpd19178,cpd27109,FDB001160,HMDB0002545,HMDB0002704,HMDB0062783,MNXM1237,MNXM147428,MNXM2513,MNXM521775,MNXM59421,MNXM693	C16245
1468008662	(R)-Phenyllactyl-CoA	FKMUDVUPQINOSF	O=C(NCCSC(=O)C(Cc1ccccc1)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C30H44N7O18P3S	0.0	ChEBI: 11010,CPD-5922,cpd14973,MNXM3766	C16257
1468008811	3-Hydroxy-5-oxohexanoate	APWDZEIBFNZVND	CC(=O)CC(CC(=O)O)O	C6H10O4	0.0	ChEBI: 37032,CPD-19,cpd14988,MNXM5523	C16272
1468009629	7-Methylxanthine	PFWLFWPASULGAN	O=c1[nH]c(=O)c2c([nH]1)ncn2C	C6H6N4O2	0.0	7-Methylxanthine,ChEBI: 48991,CHEMBL321248,cpd15069,FDB001978,HMDB0001991,MNXM628	C16353
1468009670	3-Methylxanthine	GMSNIKWWOQHZGF	O=c1[nH]c(=O)c2c(n1C)nc[nH]2	C6H6N4O2	0.0	3-METHYLXANTHINE,ChEBI: 62207 62208,CHEMBL619,cpd15073,FDB022724,HMDB0001886,MNXM1890	C16357
1468009681	1-Methylxanthine	MVOYJPOZRLFTCP	Cn1c(=O)[nH]c2c(c1=O)[nH]cn2	C6H6N4O2	0.0	ChEBI: 68444,CHEMBL1250,CPD-9025,cpd15074,FDB027885,HMDB0010738,MNXM162616,MNXM1975	C16358
1468010049	Pinocembrin chalcone	LOYXTWZXLWHMBX	Oc1cc(O)c(c(c1)O)C(=O)C=Cc1ccccc1	C15H12O4	0.0	ChEBI: 80484,CHEMBL129371,CPD-6993,cpd15110,FDB031121,HMDB0128077,MNXM5901	C16404
1468010254	Isopentenyladenosine-5'-triphosphate	OPLVZTYVQUWKHB	CC(=CCNc1ncnc2c1ncn2C1OC(C(C1O)O)COP(=O)(OP(=O)(OP(=O)(O)[O-])[O-])[O-])C	C15H21N5O13P3---	-3.0	ChEBI: 71679,CPD-4201,cpd15130,FDB031050,MNXM3671	C16424
1468010263	Isopentenyladenosine-5'-diphosphate	VXMXKDAHJURHEN	CC(=CCNc1ncnc2c1ncn2C1OC(C(C1O)O)COP(=O)(OP(=O)(O)O)O)C	C15H23N5O10P2	0.0	ChEBI: 71678,CPD-4203,cpd15131,FDB031048,MNXM2845	C16426
1468010852	Fructoselysine	BFSYFTQDGRDJNV	OCC(C(C(C(=O)CNCCCCC(C(=O)O)N)O)O)O	C12H24N2O7	0.0	ChEBI: 24109,cpd15466,cpd15559,FRUCTOSELYSINE,MNXM1742,MNXM6409,PSICOSELYSINE	C16488,C21616
1468010861	Fructoselysine 6-phosphate	ZICZRZZPXBCXCE	O=C(C(C(C(COP(=O)(O)O)O)O)O)CNCCCCC(C(=O)O)N	C12H25N2O10P	0.0	ChEBI: 61437,cpd16277,FRUCTOSELYSINE-6-PHOSPHATE,MNXM1924	C16489
1468011156	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	XYCATPIYKOARSZ	OC(=O)CCC(=O)C1C=CC(C(C1C(=O)O)O)OC(=C)C(=O)O	C14H16O9	0.0	ChEBI: 50271,cpd16335,MNXM1861	C16519
1468011372	Pentadecanoic acid	WQEPLUUGTLDZJY	CCCCCCCCCCCCCCC(=O)O	C15H30O2	0.0	ChEBI: 42504,CHEMBL460025,CPD-8462,cpd11436,cpd16351,FDB010033,HMDB0000826,MNXM12597	C16537
1468011609	Glutathionylspermine	JMWFFJATYDQZCI	NCCCNCCCCNCCCNC(=O)CNC(=O)C(NC(=O)CCC(C(=O)O)N)CS	C20H41N7O5S	0.0	ChEBI: 80568,cpd16376,MNXM7394	C16562
1468011618	Bis(glutathionyl)spermine	DTLYCKOAJLQYOS	SCC(C(=O)NCC(=O)NCCCNCCCCNCCCNC(=O)CNC(=O)C(NC(=O)CCC(C(=O)O)N)CS)NC(=O)CCC(C(=O)O)N	C30H56N10O10S2	0.0	ChEBI: 80569,cpd16377,MNXM7134	C16563
1468011637	Aminopropylcadaverine	QZBYOYPROVGOGE	[N+]CCCCC[N+]CCC[N+]	C8H16N3+++	3.0	ChEBI: 64860,CHEMBL89035,CPD0-1065,cpd16379,FDB028841,HMDB0012189,MNXM6170	C16565
1468011647	Glutathionylaminopropylcadaverine	OPWUFXYXNVOKQD	NCCCCCNCCCNC(=O)CNC(=O)C(NC(=O)CCC(C(=O)O)N)CS	C18H36N6O5S	0.0	ChEBI: 80571,cpd16380,MNXM5772	C16566
1468011656	Homotrypanothione	XMVRDWGUVWNOBX	SCC(C(=O)NCC(=O)NCCCCCNCCCNC(=O)CNC(=O)C(NC(=O)CCC(C(=O)O)N)CS)NC(=O)CCC(C(=O)O)N	C28H51N9O10S2	0.0	ChEBI: 80572,cpd16381,MNXM5786	C16567
1468011863	7-Oxoheptanoic acid	OOFMTFUTWFAVGC	O=CCCCCCC(=O)O	C7H12O3	0.0	ChEBI: 80588,CPD-338,cpd15829,MNXM4423	C16590
1468011893	7-Mercaptoheptanoic acid	AZJTUYPIWZAMTM	SCCCCCCC(=O)O	C7H14O2S	0.0	ChEBI: 80591,CPD-349,cpd15827,MNXM5029	C16593
1468011904	7-Mercaptoheptanoylthreonine	MZUIODFZFFPDDR	SCCCCCCC(=O)NC(C(=O)O)C(O)C	C11H21NO4S	0.0	ChEBI: 80592,CPD-359,cpd15828,MNXM3883	C16594
1468012320	5-Deoxyribose-1-phosphate	XXQFKXPJJNBLSU	CC1OC(C(C1O)O)OP(=O)(O)O	C5H11O7P	0.0	ChEBI: 48462,CPD-15199,cpd16441,HMDB0060393,MNXM5554	C16637
1468012666	7-Aminomethyl-7-carbaguanine	MEYMBLGOKYDGLZ	NCc1c[nH]c2c1c(=O)[nH]c(n2)N	C7H9N5O	0.0	7-AMINOMETHYL-7-DEAZAGUANINE,ChEBI: 45126,cpd19185,DB03304,FDB028377,HMDB0011690,MNXM3198	C16675
1468012773	Sucrose 6-phosphate	WQQSIXKPRAUZJL	OCC1OC(C(C1O)O)(CO)OC1OC(COP(=O)(O)O)C(C(C1O)O)O	C12H23O14P	0.0	ChEBI: 131603,CPD-15716,cpd19187,FDB001612	C16688
1468012875	2-O-(6-Phospho-alpha-mannosyl)-D-glycerate	BOLXAGHGKNGVBE	OCC(C(=O)O)OC1OC(COP(=O)(O)O)C(C(C1O)O)O	C9H17O12P	0.0	ChEBI: 60331 61001,CPD0-1063,cpd15496,cpd16506,FDB028809,HMDB0012152,MNXM3470	C16699
1468012885	3,4-Dihydroxybenzaldehyde	IBGBGRVKPALMCQ	O=Cc1ccc(c(c1)O)O	C7H6O3	0.0	ChEBI: 50205,CHEMBL222021,CPD-7616,cpd16507,DB11268,FDB012060,HMDB0059965,MNXM2779	C16700
1468012942	4-Hydroxydihydrocinnamaldehyde	REEQXZCFSBLNDH	O=CCCc1ccc(cc1)O	C9H10O2	0.0	ChEBI: 80671,cpd16513,FDB092255,HMDB0135279,MNXM10199	C16706
1468013038	4-Hydroxy-2-quinolone	HDHQZCHIXUUSMK	O=c1cc(O)c2c([nH]1)cccc2	C9H7NO2	0.0	2-hydroxy-4-1H-quinolone,4-hydroxy-2-1H-quinolone,ChEBI: 75926,CHEMBL223449,cpd16522,MNXM4364	C16716
1468013295	Spongothymidine	DWRXFEITVBNRMK	OCC1OC(C(C1O)O)n1cc(C)c(=O)[nH]c1=O	C10H14N2O6	0.0	ChEBI: 80699,CHEMBL103283,CHEMBL106175,CHEMBL2092815,CHEMBL2093065,CPD-15123,cpd16544,FDB022298,HMDB0000884,MNXM21597,MNXM82646	C16744
1468014159	p-Coumaroyl-D-glucose	DSNCQKUYZOSARM	OCC1OC(OC(=O)C=Cc2ccc(cc2)O)C(C(C1O)O)O	C15H18O8	0.0	ChEBI: 71498,CHEMBL464612,CPD-8674,cpd16581,cpd25373,FDB001845,HMDB0036936,MNXM431874,MNXM8980	C16827
1468014171	Caffeoquinone	QPYQKHOKNCVKGE	OC(=O)C=CC1=CC(=O)C(=O)C=C1	C9H6O4	0.0	ChEBI: 80759,CPD-8094,cpd16582,cpd25044,FDB030392,MNXM165282,MNXM6781	C16828
1468014214	beta-Phenylalanoyl-CoA	SUUAAMNYLVZHRN	O=C(NCCSC(=O)CC(c1ccccc1)N)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C30H45N8O17P3S	0.0	ChEBI: 80761 83170,CPD-9207,cpd16585,cpd25603,MNXM6006	C16833
1468014334	Hydroxyl radical	TUJKJAMUKRIRHC	[OH]	HO	0.0	ChEBI: 29191,CHEMBL1689064,CPD-12377,cpd17154,MNXM56888	C16844
1468014386	Hydroxypyruvaldehyde phosphate	NZAAQWRNVFEKME	O=CC(=O)COP(=O)(O)O	C3H5O6P	0.0	ChEBI: 51283,CPD-10793,cpd17158,MNXM5788	C16849
1468014396	2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid	IFMHGOADXGYWMO	[N+]C(C(=O)[O-])CC(C(C(=O)C)O)O	C7H10NO5	0.0	ChEBI: 51282,CPD-10792,cpd17159,MNXM2775	C16850
1468015873	Dehypoxanthine futalosine	XWPBBHHZDYSYMS	OC1C(O)OC(C1O)CCC(=O)c1cccc(c1)C(=O)O	C14H16O7	0.0	ChEBI: 51312,CPD-10484,cpd17278,MNXM3255	C17010
1468015924	Cyclic dehypoxanthine futalosine	BAUPPZJHTWBQAS	OC1OC2(C(C1O)O)CCC(=O)c1c2ccc(c1)C(=O)O	C14H14O7	0.0	ChEBI: 64252,CPD-11419,cpd17281,MNXM7216	C17017
1468017281	Uracil 5-carbaldehyde	OHAMXGZMZZWRCA	O=Cc1c[nH]c(=O)[nH]c1=O	C5H4N2O3	0.0	ChEBI: 80961,MNXM4866	C17206
1468017310	2-Deoxy-scyllo-inosose	GZYCZKBRQBKGJW	OC1CC(=O)C(C(C1O)O)O	C6H10O5	0.0	ChEBI: 64796,CPD-14120,cpd17399,MNXM4287	C17209
1468017547	2-Aminobut-2-enoate	PAWSVPVNIXFKOS	CC=C(C(=O)O)N	C4H7NO2	0.0	ChEBI: 18820,CPD-15056,cpd17424,DB03720,EXPT01127,MNXM1454	C17234
1468018124	Guanidine	ZRALSGWEFCBTJO	NC(=[N+])N	CH4N3+	1.0	APRD01008,CHEMBL821,CPD-13517,CPD0-1470,cpd19240,DB00536,EXPT01546,FDB005416,HMDB0001842,MNXM2828	C17349
1468018145	Nocardicin C	CWTCWGGPTVMMLT	O=C(C(c1ccc(cc1)OCCC(C(=O)O)N)N)NC1CN(C1=O)C(c1ccc(cc1)O)C(=O)O	C23H26N4O8	0.0	ChEBI: 81021,CPD-9415,CPD-9416,cpd17485,cpd17486,MNXM58059,MNXM64823	C17351,C17352
1468018184	Nocardicin G	SAVAPYNOQXYBJS	Oc1ccc(cc1)C(C(=O)NC1CN(C1=O)C(c1ccc(cc1)O)C(=O)[O-])[N+]	C19H16N3O6	0.0	ChEBI: 81024,CPD-9418,cpd17489,MNXM64827	C17355
1468019012	Dihydrogeranylgeranyl diphosphate	YJGANOFPASCZBK	CC(CCC=C(CCC=C(C)C)C)CCCC(=CCOP(=O)(OP(=O)(O)O)O)C	C20H38O7P2	0.0	ChEBI: 81090,CPD-7002,cpd17569,FDB030822,MNXM5719	C17439
1468019020	Tetrahydrogeranylgeranyl diphosphate	VZBGWADXUJSBTI	CC(CCCC(CCC=C(C)C)C)CCCC(=CCOP(=O)(OP(=O)(O)O)O)C	C20H40O7P2	0.0	ChEBI: 81091,CPD-7003,cpd17570,FDB031194,MNXM5946	C17440
1468019272	p-Hydroxybenzyl alcohol	BVJSUAQZOZWCKN	OCc1ccc(cc1)O	C7H8O2	0.0	4-HYDROXY-BENZYL-ALCOHOL,ChEBI: 67410,CHEMBL202132,cpd15378,cpd16826,cpd17595,FDB012553,HMDB0011724,MNXM107505	C17467
1468019889	Methyl acetate	KXKVLQRXCPHEJC	COC(=O)C	C3H6O2	0.0	ChEBI: 77700,CHEMBL14079,cpd17655,FDB008125,HMDB0031523,METHYL-ACETATE,MNXM61829	C17530
1468020360	2-Deoxy-scyllo-inosamine	QXQNRSUOYNMXDL	OC1C(O)CC(C(C1O)O)[N+]	C6H11NO4+	1.0	ChEBI: 65046,CHEMBL3358658,CHEMBL3358659,CPD-14122,cpd17701,MNXM6700	C17580
1468020371	3-Amino-2,3-dideoxy-scyllo-inosose	FSUGCKMUTGKWIE	NC1CC(=O)C(C(C1O)O)O	C6H11NO4	0.0	ChEBI: 65027,CPD-14123,cpd17702,MNXM8100	C17581
1468022055	Dopamine quinone	PQPXZWUZIOASKS	NCCC1=CC(=O)C(=O)C=C1	C8H9NO2	0.0	ChEBI: 74684,CPD-8851,cpd17852,FDB028863,HMDB0012219,MNXM5727	C17755
1468022065	2-Descarboxy-cyclo-dopa	VGSVNUGKHOVSPK	Oc1cc2NCCc2cc1O	C8H9NO2	0.0	ChEBI: 74683,cpd17853,FDB029236,HMDB0012992,MNXM9818	C17756
1468022095	1-O-Feruloyl-beta-D-glucose	JWRQVQWBNRGGPK	OCC1OC(OC(=O)C=Cc2ccc(c(c2)OC)O)C(C(C1O)O)O	C16H20O9	0.0	ChEBI: 81321,CHEMBL1778418,CPD-15281,cpd17856,FDB000238,HMDB0036938,MNXM13920,MNXM163634,MNXM419805	C17759
1468023700	Formylphosphonate	DEBRGDVXKPMWQZ	O=CP(=O)(O)O	CH3O4P	0.0	ChEBI: 81399,CPD-11736,cpd17929,MNXM7671	C17943
1468023720	Phosphonoformyl-CMP	UKMKGKZFTWPAOJ	OC1C(COP(=O)(OP(=O)(C(=O)O)O)O)OC(C1O)n1ccc(nc1=O)N	C10H15N3O12P2	0.0	ChEBI: 131759,CPD-11737,cpd17931,MNXM6220	C17945
1468023758	N-Acetyldemethylphosphinothricin	VMEBCHDZEJWXIU	OP(=O)CCC(C(=O)O)NC(=O)C	C6H12NO5P	0.0	ChEBI: 81405,CPD-11746,cpd17935,MNXM4699	C17949
1468023768	N-Acetyldemethylphosphinothricin tripeptide	UIFMNMVSZSUBTD	CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)C)C)CCP(=O)O	C12H22N3O7P	0.0	ChEBI: 81406,CPD-11747,cpd17936,cpd23075,MNXM5835	C17950
1468023788	N-Acetylphosphinothricin	VZVQOWUYAAWBCP	CC(=O)NC(C(=O)O)CCP(=O)(O)C	C7H14NO5P	0.0	ChEBI: 131436,CPD-9999,cpd17938,MNXM2844	C17952
